Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education
63,"Cement, sugar",,,"Lagos, Nigeria",Nigeria,Married,,
79,"Private equity, Self Made",8,2,"Atherton, California",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings"
92,Real estate,,,"Delhi, India",India,Widowed,3,"Bachelor of Arts/Science, Delhi University"
68,"Real estate, Self Made",,,"Beijing, China",China,Married,1,Liaoning University
41,Real estate,,,"Foshan, China",China,Married,,"Bachelor of Arts/Science, Ohio State University"
70,Diversified,,,"Paris, France",France,Married,2,"Associate in Arts/Science, Ecole Superieure Libre Des Sciences Commerciales Appliquees"
66,Diversified,,,"Paris, France",France,,,
66,"Houston Rockets, entertainment, Self Made",9,1,"Houston, Texas",United States,Married,4,"Drop Out, Texas Tech University; Drop Out, University of Houston"
58,Diversified,,,"Paris, France",France,Married,,"Master, Sciences Po"
54,"Oil and gas, IT, lotteries, Self Made",,,"Verbier, Switzerland",Czech Republic,Married,4,"Diploma, Hahnemann Medical College"
40,"Airbnb, Self Made",8,1,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Harvard University"
67,"Oil, Self Made",,,"Moscow, Russia",Russia,Married,2,"Master of Science, Military Academy F.E.Dzerzhinsky"
94,"Home Depot, Self Made",10,4,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, Rutgers University"
86,"Insurance, Self Made",8,2,"Winnetka, Illinois",United States,Married,3,"Bachelor of Arts/Science, Northwestern University"
60,"Private equity, Self Made",8,2,"Austin, Texas",United States,Married,7,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Cornell University"
59,"Coal mines, Self Made",,,"Prague, Czech Republic",Czech Republic,Married,4,"Master, Czech Technical University, Prague"
76,Investments,,,Monaco,Belgium,,,
52,"Private equity, Self Made",8,1,"Miami Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University"
52,"Sports apparel, Self Made",,,"Quanzhou, China",China,Married,2,"EMBA, Xiamen University"
72,Walmart,1,1,"Henderson, Nevada",United States,Married,1,"Bachelor of Arts/Science, University of Memphis"
55,Samsung,,,"Seoul, South Korea",South Korea,Divorced,2,"Master of Business Administration, Keio University; Bachelor of Arts/Science, Seoul National University"
54,"Private equity, Self Made",6,,"New York, New York",United States,,,"Bachelor of Arts/Science, Colgate University; Master of Business Administration, University of Chicago Booth School of Business"
72,"Hedge funds, Self Made",8,1,"New York, New York",United States,Married,3,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, San Diego"
57,"Metals and mining, Self Made",,,"Moscow, Russia",Russia,Single,10,State Central Institute of Physical Culture
50,"Real estate, construction, Self Made",,,"Vienna, Austria",Austria,In Relationship,,
73,"Telecom, Self Made",10,1,"Saddle River, New Jersey",United States,Married,2,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Columbia University"
67,"Petrochemicals, Self Made",,,"Hangzhou, China",China,Married,1,
95,"Petrochemicals, Self Made",,,"Taipei, Taiwan",Taiwan,Married,4,National Taipei University of Technology
53,"Financial information, Self Made",,,"Shanghai, China",China,,,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University"
59,"Furniture, Self Made",,,"Guangzhou, China",China,,,
75,"Shoes, Self Made",,,"Taoyuan, Taiwan",Taiwan,Married,,
56,Cheese,,,"Laval, France",France,,,
43,Cheese,,,"Laval, France",France,Married,,
80,"Movies, record labels, Self Made",9,3,"Beverly Hills, California",United States,Single,,"Drop Out, The University of Texas at Austin"
54,"Internet search, Self Made",,,"Beijing, China",China,Married,4,"Bachelor of Arts/Science, Peking University; Master of Arts, University at Buffalo"
71,"Agribusiness, Self Made",,,"Chengdu, China",China,Married,2,
68,"Semiconductors, Self Made",9,2,"Newport Beach, California",United States,Married,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles"
68,"Medical devices, Self Made",8,,"Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, Michigan State University"
62,"Real estate, Self Made",,,"Oslo, Norway",Norway,,,
55,"Photovoltaic equipment, Self Made",,,"Hefei, China",China,Married,,
89,"Pharmaceuticals, Self Made",,,"Ahmedabad, India",India,Married,3,
67,"Chemicals, Self Made",,,"London, United Kingdom",United Kingdom,,,"Bachelor of Arts/Science, Cambridge University"
42,"Airbnb, Self Made",8,1,"Austin, Texas",United States,In Relationship,,"Bachelor of Arts/Science, Rhode Island School of Design"
64,Real Estate,,,"Singapore, Singapore",Singapore,,,"Bachelor of Science in Engineering, Kings College London; Masters of Science in Technology, Massachusetts Institute of Technology (MIT)"
66,"Chemicals, Self Made",,,"London, United Kingdom",United Kingdom,,,"Bachelor of Arts/Science, Cambridge University"
85,Real estate,5,1,"New York, New York",United States,Married,3,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University"
59,"E-commerce, Self Made",,,"Hong Kong, Hong Kong",Canada,Married,3,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University"
62,"Pharmaceuticals, Self Made",,,"Shanghai, China",China,Married,,"Bachelor of Science, Jiangsu Normal University; EMBA, Nanjing University"
80,"Home Depot, Self Made",9,3,"Atlanta, Georgia",United States,Divorced,6,"Bachelor of Arts/Science, Babson College"
85,Supermarkets,5,3,"San Antonio, Texas",United States,Single,,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
59,"Sports apparel, Self Made",,,"Quanzhou, China",China,Married,,
68,"Hedge funds, Self Made",7,1,"Palm Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, University of Virginia"
79,"Private equity, Self Made",8,2,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Claremont McKenna College; Master of Business Administration, Columbia Business School"
53,"Restaurants, Self Made",,,"Singapore, Singapore",Singapore,Married,,
80,"Software, Self Made",8,1,"Cary, North Carolina",United States,Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University"
71,Petrochemicals,,,"London, United Kingdom",Indonesia,Married,2,"Bachelor of Arts/Science, Delhi University"
59,"Textiles, apparel, Self Made",,,"Ningbo, China",China,Married,,
71,Real estate,,,"Singapore, Singapore",Singapore,Married,,"Law Degree, Middle Temple"
72,"Manufacturing, investments, Self Made",7,1,"Santa Barbara, California",United States,Married,3,"Law Degree, American University; Bachelor of Arts/Science, DePauw University"
62,"Construction, investments",,,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, University of Chicago"
81,"Agriculture, Self Made",10,1,"Adel, Iowa",United States,Married,4,
92,Cement,,,"Kolkata, India",India,Widowed,2,"Bachelor of Arts/Science, Calcutta University"
59,"Mining, metals, machinery, Self Made",,,"Moscow, Russia",Russia,Married,1,"Master of Arts/Science, Tashkent State University"
50,Fashion retail,,,"Aarhus, Denmark",Denmark,Married,4,
63,Ports,,,"Manila, Philippines",Philippines,Married,2,
56,"Electronics components, Self Made",,,"Shenzhen, China",China,Married,,"EMBA, Tsinghua University"
65,"Trading, investments, Self Made",8,2,"Gladwyne, Pennsylvania",United States,Single,,"Bachelor of Science, SUNY Binghamton"
72,"Electronics, Self Made",,,"Taipei, Taiwan",Taiwan,"Widowed, Remarried",5,Taipei University of Marine Technology
68,"Real estate, investments, Self Made",10,1,"Palm Beach, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University"
80,"Auto loans, Self Made",7,1,"Malibu, California",United States,Married,4,"Bachelor of Arts/Science, University of Southern California"
78,"Pipelines, Self Made",8,3,"Houston, Texas",United States,Married,1,"Bachelor of Arts/Science, University of Missouri; Doctor of Jurisprudence, University of Missouri"
42,"Fintech, Self Made",,,"Dubai, United Arab Emirates",Switzerland,Married,3,
62,personal care goods,,,"Tokyo, Japan",Japan,,,
77,"Beverages, Self Made",,,"Hangzhou, China",China,Married,1,
80,"Healthcare software, Self Made",8,1,"Madison, Wisconsin",United States,Married,3,"Bachelor of Arts/Science, Dickinson College; Master of Science, University of Wisconsin"
76,"Gambling, Self Made",,,"Vienna, Austria",Austria,Divorced,3,
61,Self storage,2,1,"Lexington, Kentucky",United States,Married,2,"Bachelor of Arts/Science, University of Southern California"
66,"Construction equipment, Self Made",,,"Changsha, China",China,Married,1,"Bachelor of Arts/Science, Central South University"
72,Health care,,,"Lausanne, Switzerland",Sweden,Divorced,3,
94,Banking,,,"Singapore, Singapore",Singapore,Married,5,
71,"Electronics, Self Made",,,"Ningbo, China",China,,,
58,"Business software, Self Made",8,2,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, University of Southern California"
38,"Online games, Self Made",,,"London, United Kingdom",Israel,Married,3,"Master of Science, Vologda State Pedagogical University"
41,"Online games, Self Made",,,"London, United Kingdom",Israel,Married,4,"Master of Science, Vologda State Pedagogical University"
78,"Mapping software, Self Made",8,2,"Redlands, California",United States,Married,,"Bachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota"
80,Paints,,,"Mumbai, India",India,Married,3,"Master of Science, University of Akron; Bachelor of Arts/Science, University of Mumbai"
83,"Apparel, Self Made",9,1,"New York, New York",United States,Married,3,"Drop Out, City University of New York City College; Diploma, High School"
75,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,3,
56,Diversified,,,"Mumbai, India",India,Widowed,2,
58,Diversified,,,"Mumbai, India",Ireland,Married,,
69,"Food distribution, Self Made",8,1,"Hobe Sound, Florida",United States,Married,4,"Bachelor of Arts/Science, University of Maryland"
67,"Food distribution, Self Made",8,1,"Palm Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Wofford College"
71,"Beverages, Self Made",10,1,"Port Washington, New York",United States,Married,2,"High School Graduate, High School"
62,Diversified,,,Mexico,Mexico,,,
87,"Homebuilding, insurance",1,,"Los Angeles, California",United States,Widowed,2,
89,Cargill,1,1,"St. Louis, Missouri",United States,Married,4,
55,"Hedge fund, Self Made",8,1,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology"
58,"Lithium batteries, Self Made",,,"Huizhou, China",China,Married,,"Doctorate, South China University of Technology; Bachelor of Arts/Science, University of Electronic Science and Technology of China; Master of Science, Wuhan University"
80,"Real estate, Self Made",10,1,"Lighthouse Point, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Southern California; Master of Business Administration, University of Southern California; Master of Science, University of Southern California"
55,Zara,,,"La Coruna, Spain",Spain,Married,3,
69,Medical equipment,2,3,"Portage, Michigan",United States,Married,3,"Bachelor of Arts/Science, University of Northern Colorado; Master of Arts, Western Michigan University"
59,Pipelines,1,1,"Houston, Texas",United States,Married,,
,"Media, Self Made",,,,Italy,,5,"Doctor of Jurisprudence, University of Milan"
55,"Online gambling, Self Made",,,"Stoke-on-Trent, United Kingdom",United Kingdom,Married,5,
40,Pipelines,1,1,"Houston, Texas",United States,Single,,Houston Community College
54,Pipelines,1,1,"Houston, Texas",United States,Married,,"Master of Arts, University of Houston"
58,Fidelity,2,2,"Boston, Massachusetts",United States,,,"Bachelor of Arts/Science, Northeastern University"
61,"Tech investments, Self Made",,,"Los Altos, California",Israel,Married,3,"Master of Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School"
,"Intel, Self Made",8,5,,United States,,2,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley"
53,"Hedge funds, Self Made",8,2,"Millburn, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University"
62,"Hedge funds, Self Made",8,2,"Scarsdale, New York",United States,Married,,"Ph.D, Massachusetts Institute of Technology; Bachelor of Arts/Science, Princeton University"
66,"Metals, investments, Self Made",,,"Moscow, Russia",Russia,Married,2,"Master of Science, Moscow State University of Railway Engineering"
58,"Electronics components, Self Made",,,"Shenzhen, China",China,,1,
61,Pipelines,3,1,"Houston, Texas",United States,Married,1,"Bachelor of Arts/Science, Rice University; Doctor of Jurisprudence, University of Houston"
72,"Money management, Self Made",8,1,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, Humboldt State University"
56,"Hedge funds, Self Made",,,"London, United Kingdom",United Kingdom,Divorced,,"Master of Business Administration, Harvard Business School"
75,Lego,,,"Billund, Denmark",Denmark,Married,3,"Bachelor of Arts/Science, Aarhus Business School; Master of Business Administration, International Institute for Management and Development"
47,Lego,,,"Billund, Denmark",Denmark,,,
44,Lego,,,"Billund, Denmark",Denmark,,,
80,Pharmaceuticals,,,"Fiesole, Italy",Italy,Widowed,2,
55,"Batteries, Self Made",,,"Ningde, China",Hong Kong,,,"EMBA, China Europe International Business School; Bachelor of Arts/Economics, Fudan University"
61,"Solar panel components, Self Made",,,"Hangzhou, China",China,Married,,
54,Chemicals,,,"Feldmeilen, Switzerland",Switzerland,Married,3,
56,"Internet, telecom, Self Made",,,"Paris, France",France,Single,3,
72,"Natural gas, Self Made",9,2,"Boca Raton, Florida",United States,Married,5,"Bachelor of Science in Engineering, Pennsylvania State University"
84,Real estate,5,1,"Los Angeles, California",United States,Widowed,3,"Bachelor of Arts/Science, University of Southern California"
84,"Real estate, Self Made",7,4,"Atherton, California",United States,Married,3,"Bachelor of Arts/Science, Santa Clara University"
93,"Hedge funds, Self Made",10,5,"Katonah, New York",United States,Married,5,"Bachelor of Arts/Science, London School of Economics"
71,"Computer hardware, Self Made",10,1,"Irvine, California",United States,Married,2,"Bachelor of Engineering, Tatung University"
40,Lego,,,"Billund, Denmark",Denmark,,,
